state_code,year,indicator_name,value,pillar
KUL,2022,pa_area_fraction,0.724288,Environmental
KUL,2022,waste_tonnes,139690.2,Environmental
KUL,2022,wqi_annual,,Environmental
KUL,2022,domestic_visitors_000,16912.534,Social
KUL,2022,hh_water_access,100.0,Social
KUL,2022,hotel_density_per_capita,5.659800122374056,Social
KUL,2022,motac_hotels_rated_count,111.0,Social
KUL,2022,population,1961.2,Social
KUL,2023,alos_nights,2.69627870015068,Economic
KUL,2023,avg_expenditure_rm,457.903620471734,Economic
KUL,2023,dts_hotels_count,506.0,Economic
KUL,2023,dts_rooms_count,94354.0,Economic
KUL,2023,expenditure_per_visitor,494.5576710242323,Economic
KUL,2023,international_arrivals_share,,Economic
KUL,2023,tourism_concentration_ratio,11.124108375863104,Economic
KUL,2023,tourism_receipts_rm_mil,10995.3241427932,Economic
KUL,2023,tourism_trips_000,24012.311,Economic
KUL,2023,coastal_area_fraction,0.0,Environmental
KUL,2023,estimated_coastal_hotels,0.0,Environmental
KUL,2023,estimated_pa_hotels,80.0,Environmental
KUL,2023,green_hotel_count,5.0,Environmental
KUL,2023,green_hotel_share,0.04504504504504504,Environmental
KUL,2023,n_rivers,7.0,Environmental
KUL,2023,pa_area_fraction,0.724288,Environmental
KUL,2023,waste_tonnes,,Environmental
KUL,2023,wqi_annual,58.71,Environmental
KUL,2023,domestic_visitors_000,22232.643,Social
KUL,2023,hh_water_access,100.0,Social
KUL,2023,hotel_density_per_capita,5.553887721404984,Social
KUL,2023,motac_hotels_rated_count,111.0,Social
KUL,2023,population,1998.6,Social
KUL,2024,alos_nights,2.2300972804998,Economic
KUL,2024,avg_expenditure_rm,459.460353091872,Economic
KUL,2024,dts_hotels_count,508.0,Economic
KUL,2024,dts_rooms_count,95050.0,Economic
KUL,2024,expenditure_per_visitor,521.7240476147704,Economic
KUL,2024,international_arrivals_share,,Economic
KUL,2024,tourism_concentration_ratio,,Economic
KUL,2024,tourism_receipts_rm_mil,14077.6575426553,Economic
KUL,2024,tourism_trips_000,30639.548,Economic
KUL,2024,coastal_area_fraction,0.0,Environmental
KUL,2024,estimated_coastal_hotels,0.0,Environmental
KUL,2024,estimated_pa_hotels,80.0,Environmental
KUL,2024,green_hotel_count,5.0,Environmental
KUL,2024,green_hotel_share,0.04504504504504504,Environmental
KUL,2024,n_rivers,,Environmental
KUL,2024,pa_area_fraction,0.724288,Environmental
KUL,2024,waste_tonnes,,Environmental
KUL,2024,wqi_annual,,Environmental
KUL,2024,domestic_visitors_000,26982.957,Social
KUL,2024,hh_water_access,100.0,Social
KUL,2024,hotel_density_per_capita,,Social
KUL,2024,motac_hotels_rated_count,111.0,Social
KUL,2024,population,,Social
KUL,2025,alos_nights,2.3265985253546,Economic
KUL,2025,avg_expenditure_rm,467.418706413197,Economic
KUL,2025,dts_hotels_count,510.0,Economic
KUL,2025,dts_rooms_count,100846.0,Economic
KUL,2025,expenditure_per_visitor,482.20832841429484,Economic
KUL,2025,international_arrivals_share,,Economic
KUL,2025,tourism_concentration_ratio,,Economic
KUL,2025,tourism_receipts_rm_mil,16906.1917737811,Economic
KUL,2025,tourism_trips_000,36169.2665308865,Economic
KUL,2025,coastal_area_fraction,0.0,Environmental
KUL,2025,estimated_coastal_hotels,0.0,Environmental
KUL,2025,estimated_pa_hotels,80.0,Environmental
KUL,2025,green_hotel_count,5.0,Environmental
KUL,2025,green_hotel_share,0.04504504504504504,Environmental
KUL,2025,n_rivers,,Environmental
KUL,2025,pa_area_fraction,0.724288,Environmental
KUL,2025,waste_tonnes,,Environmental
KUL,2025,wqi_annual,,Environmental
KUL,2025,domestic_visitors_000,35059.9331815272,Social
KUL,2025,hh_water_access,100.0,Social
KUL,2025,hotel_density_per_capita,,Social
KUL,2025,motac_hotels_rated_count,111.0,Social
